AUTHOR,PUBLICATION DATE,TITLE,Thesis #,FILE NAME,Online
"Lamy Morissette, Claude",2012,The Impact Of Geological Environment On The Lithium Concentration And Structural Composition Of Hectorite Clays,,,https://search.proquest.com/docview/1022629146?accountid=452
"Lan, Peilin",2001,Improved Flotation Of Arsenopyrite Associated With Gold,,,https://search.proquest.com/docview/275915388?accountid=452
"Langsdale, Stacy Marie",2001,A Systems Approach To Modeling The Walker River Basin In Nevada,,,https://search.proquest.com/docview/250920788?accountid=452
"Larsen, William  Robert",1967.0,"Hydrologic and geologic aspects of ground-water recharge along the Humboldt River near Winnemucca, Nevada",234.0,"Mackay377_Larsen.pdf, Mackay377_Larsen_map_0001.jpg, Mackay377_Larsen_map_0002.jpg, Mackay377_Larsen_map_0003.jpg",
"Lat, Che Noorliza",1989.0,Seismicity and tectonics of the Garfield Hills area Nevada,2546.0,Mackay378_Lat.pdf,
"Lat, Che Noorliza",1989,"Seismicity And Tectonics Of The Garfield Hills Area, Nevada",,,https://search.proquest.com/docview/303786095?accountid=452
"Latham, Zachary B.",2005,"Dissolved Oxygen Dynamics In The Carson River, Nevada",,,https://search.proquest.com/docview/305462656?accountid=452
"Laule, Susan Wunderlich",1978.0," A reinterpretation of the Permian Wildcat Peak Formation, central Nevada",1235.0,"Mackay379_Laule.pdf, Mackay379_Laule_map_0001.jpg",
"Laule, Susan Wunderlich",1978,"A Reinterpretation Of The Permian Wildcat Peak Formation, Central Nevada.",,,https://search.proquest.com/docview/302885479?accountid=452
"Leary, Kevin D.",1990.0," Analysis of techniques for estimating potential recharge and shallow unsaturated zone water balance near Yucca Mountain, Nevada",2658.0,Mackay380_Leary.pdf,
"Leary, Kevin Daniel",1990,"Analysis Of Techniques For Estimating Potential Recharge And Shallow Unsaturated Zone Water Balance Near Yucca Mountain, Nevada",,,https://search.proquest.com/docview/303903252?accountid=452
"Leatham, Stacey ",1982.0,Origin and distribution of soil nitrates on the Nevada Test Site,1733.0,Mackay381_Leatham.pdf,
"Leatham, Stacey",1982,Origin And Distribution Of Soil Nitrates On The Nevada Test Site.,,,https://search.proquest.com/docview/303246792?accountid=452
"Leavitt, Ellen Davie",2004,"Midas Epithermal Gold -Silver Deposit, Ken Snyder Mine, Elko County, Nevada",,,https://search.proquest.com/docview/305161167?accountid=452
"Leavitt, Katrina Jess",1998,Plant Establishment On Angle Of Repose (Aor) Dump Slopes,,,https://search.proquest.com/docview/304447860?accountid=452
"Lechler, Paul J.",1995.0,"The solubility of palladium in chloride solutions and the distribution of platinum, palladium, and related elements in hydrothermal mineralization",3436.0,Mackay382_Lechler.pdf,
"Lechler, Paul J.",1995,"The Solubility Of Palladium In Chloride Solutions And The Distribution Of Platinum, Palladium, And Related Elements In Hydrothermal Mineralization",,,https://search.proquest.com/docview/304206812?accountid=452
"Lee, Baek Soo (Peggy)",2008,"Identification And Quantification Of Aquatic Vegetation With Hyperspectral Remote Sensing In Western Nevada Rivers, Usa",,,https://search.proquest.com/docview/219953917?accountid=452
"Lee, Chiekyo ",1965.0,A study on the recrystallization characteristics of high purity lead and its alloys,Tm L477,Mackay383_Lee.pdf,
"Lee, Yajie",1997,Evaluation Of Attenuation Relations In The Southern California Region,,,https://search.proquest.com/docview/304357066?accountid=452
"Leeder, Kimberly Lynn",2000,How To Name A Desert: John C. Frémont And The Literary Landscape,,,https://search.proquest.com/docview/230853511?accountid=452
"Leedy, Craig R.",1996,Identification And Mapping Of Sagebrush/Grass Successional Stage With Landsat Thematic Mapper Data,,,https://search.proquest.com/docview/304286883?accountid=452
"Leedy, Wesley T.",1993.0,Assessment of rock bolt systems for underground nuclear waste storage,3226.0,Mackay384_Leedy.pdf,
"Leedy, Wesley T.",1993,Assessment Of Rock Bolt Systems For Underground Nuclear Waste Storage,,,https://search.proquest.com/docview/304064042?accountid=452
"Leffler, Peter Michael",1989.0,Characterization of present and possible future (wetter) climatic regimes utilizing the historical climatic record and an analogue technique in the southern Great Basin,2584.0,Mackay385_Leffler.pdf,
"Leffler, Peter Michael",1989,Characterization Of Present And Possible Future (Wetter) Climatic Regimes Utilizing The Historical Climatic Record And An Analogue Technique In The Southern Great Basin,,,https://search.proquest.com/docview/303794374?accountid=452
"Leising, Joseph Franklin",1999,Constraints On Salinity -Driven Convection And Associated Potassium Metasomatism In Arid Lacustrine Basins,,,https://search.proquest.com/docview/304512398?accountid=452
"Lemaire, Darrell Bernard",1954.0,The metallurgy of the Divide tungsten ore,Tm L545,Mackay386_Lemaire.pdf,
"Lengke, Maggy Francis",2001,Arsenic Sulfide Oxidation Kinetics,,,https://search.proquest.com/docview/304704594?accountid=452
"Lenz, Peter  Edward",1989.0,"A microcomputer-based, management information system for a small, surface heap leach mine",2499.0,Mackay387_Lenz.pdf,http://search.proquest.com/docview/193900895/abstract/EC2606162E3E41C4PQ/1?accountid=452
"Lenz, Peter Edward",1989,"A Microcomputer-Based, Management Information System For A Small, Surface Heap Leach Mine",,,https://search.proquest.com/docview/193900895?accountid=452
"Leonardi, Modesto L.",1954.0,American Potash and Chemical Corporation main plant cycle,TM L581a,Mackay388_Leonardi.pdf,
"Leshendok, Maureen Palanker",1997,"Magma Mixing In The Northern Fox Range Pluton, Washoe County, Nevada",,,https://search.proquest.com/docview/304356837?accountid=452
"Levin, Amanda Marie",2003,The Importance Of (In)Visibility: Area 51 As A Figment Of Nevada'S Federalized Landscape,,,https://search.proquest.com/docview/250258571?accountid=452
"Lewis, John Scott ",1989.0,Pre-S phases recorded north of Long Valley Caldera: An investigation into their nature and geologic significance,2585.0,Mackay389_Lewis.pdf,
"Li, Hong ",1992.0,Fracture of aluminum phosphate/alumina matrix silicon carbide fiber reinforced laminated composites,2903.0,Mackay390_LiH.pdf,
"Li, Jiang ",1994.0,Fundamentals of aquifer multiphase flow in response to inertial and viscous forces,3298.0,Mackay391_LiJ.pdf,http://search.proquest.com/docview/304126932/abstract/7C5A86E310354B37PQ/1?accountid=452
"Li, Jiang",1994,Fundamentals Of Aquifer Multiphase Flow In Response To Inertial And Viscous Forces,,,https://search.proquest.com/docview/304126932?accountid=452
"Li, Qizhi ",1993.0,"Uniaxial test and mechanical behavior analysis of the tuffaceous beds of Calico Hills, Yucca Mountain, Nevada ",3216.0,Mackay392_LiQ.pdf,
"Li, Zhenyou",1998,Removal Of Tritium From Tritiated Water Using Electrodialysis And Metallothermic Reduction Processes,,,https://search.proquest.com/docview/304440472?accountid=452
"Li, Zhiping",1999,"Comparative Geology And Geochemistry Of Sedimentary Rock-Hosted (Carlin-Type) Gold Deposits In The People'S Republic Of China And In Nevada, United States Of America",,,https://search.proquest.com/docview/304512338?accountid=452
"Lian, Tiangan ",1995.0,Localized corrosion of type 304 stainless steel in simulated swimming pool water,3546.0,Mackay393_Lian.pdf,
"Lian, Tiangan",1995,Localized Corrosion Of Type 304 Stainless Steel In Simulated Swimming Pool Water,,,https://search.proquest.com/docview/304212498?accountid=452
"Lian, Tiangan",1997,The Electrochemical Corrosion Behavior Of Low-Carbon Steel In Simulated Yucca Mountain Repository Environments,,,https://search.proquest.com/docview/304386587?accountid=452
"Lide, Chester Scott ",1984.0,"Aftershocks of the May, 1980 Mammoth Lakes, California earthquakes",1920.0,Mackay394_Lide.pdf,
"Lide, Chester Scott",1984,"Aftershocks Of The May, 1980 Mammoth Lakes, California Earthquakes.",,,https://search.proquest.com/docview/303298140?accountid=452
"Liebert, Ryan M.",2015,Reduced Evapotranspiration From Leaf Beetle Induced Tamarisk Defoliation In The Lower Virgin River Using Satellite Based Surface Energy Balance,,,https://search.proquest.com/docview/1696939959?accountid=452
"Limb, Michael Craig",1998,Vegetation Mapping And Landscape Structure Analysis Of A Northwestern Nevada Rangeland Using Landsat Thematic Mapper Data With Image Processing And Gis Techniques,,,https://search.proquest.com/docview/304447873?accountid=452
"Lin, Yuanfang",2000,Modeling Changes In Firm Numbers Across Industries For The United States Mountain States,,,https://search.proquest.com/docview/250127711?accountid=452
"Linde, Gwen M.",2016,Detrital Zircon Uranium-Lead Geochronology And Hafnium-Isotope Analyses Of Passive Margin And Roberts Mountains Allochthon Strata: Interpreting The Early Paleozoic Tectonic Evolution Of Western Laurentia,,,https://search.proquest.com/docview/1808418916?accountid=452
"Linde, Gwen M.",2010,"Permian Tectonics In The Diamond Mountains, Eureka And White Pine Counties, East-Central Nevada",,,https://search.proquest.com/docview/843226823?accountid=452
"Linderfelt, William  R.",1987.0," Numerical analysis of infiltration and near-surface percolation in relation to Yucca Mountain, Nevada",2269.0,Mackay395_Linderfelt.pdf,http://search.proquest.com/docview/303608815/abstract/EB825477316F4DE8PQ/1?accountid=452
"Linderfelt, William Robert",1987,"Numerical Analysis Of Infiltration And Near-Surface Percolation In Relation To Yucca Mountain, Nevada",,,https://search.proquest.com/docview/303608815?accountid=452
"Linscott, Fred M. ",1898.0,New Rietkuil Mines Ltd. Part: Skilled and unskilled labour of south and central Africa as mine labourers,Tm L759,Mackay396_Linscott.pdf,
"Litchfield, James Byron",1994,The Impact Of Spatial Data Limitations On Urban Stormwater Modeling,,,https://search.proquest.com/docview/304120795?accountid=452
"Little, Natalie Jean",1995,A Gis-Based Travel Time And Cost Comparison Between Helicopters And Fire Engines In Reaching Wildland Fires,,,https://search.proquest.com/docview/304211810?accountid=452
"Littlefield, Elizabeth F.",2010,"Analysis Of Remote Sensing Data For Geothermal Exploration Over Fish Lake Valley, Esmeralda County, Nevada",,,https://search.proquest.com/docview/839910348?accountid=452
"Liu, Bainian ",1988.0,Use of DSS/2 software for the solution of a coupled mass and heat transfer problem,2388.0,Mackay397_Liu.pdf,
"Liu, Bainian",2003,An Object -Oriented Self -Learning Controller For Process Engineering,,,https://search.proquest.com/docview/288104890?accountid=452
"Liu, Yangang",1998,"Size Distributions Of Atmospheric Particles: Scale Dependence, Scattering Properties Of Nonspherical Particles And Retrieval By Inversion Of Spectral Optical Depth",,,https://search.proquest.com/docview/304436943?accountid=452
"Lo, Sileymane A.",2012,Metallurgical Processing And The Effect Of Ethylenediaminetetra-Acetic Acid In Extraction And Separation Of Rare-Earth Elements By Solvent Extraction With Di-2Ethylhexyl Phosphoric Acid,,,https://search.proquest.com/docview/1313723908?accountid=452
"Lohn, Heidi L.",1989.0,The effects of topography on the amplification and deamplification of seismic waves,2556.0,Mackay398_Lohn.pdf,
"Lohn, Heidi Louise",1989,The Effects Of Topography On The Amplification And Deamplification Of Seismic Waves,,,https://search.proquest.com/docview/303786033?accountid=452
"Lohr, Lewis Stillman",1965.0,"Geology of the Brock Canyon area, Monitor Range, Eureka County, Nevada",Tm L833,"Mackay399_Lohr.pdf, Mackay399_Lohr_map_0001.jpg, Mackay399_Lohr_map_0002.jpg",
"Lohrey, Michael Henry",1977,Variable Sources Of Suspended Sediment &Amp;Amp; Nutrients From Small Watersheds.,,,https://search.proquest.com/docview/302864421?accountid=452
"Lohrmeyer, Eugene",2006,Use Of Geographic Information Systems To Determine How Classification Differences Affect Predictive Models,,,https://search.proquest.com/docview/305292161?accountid=452
"Lohry, Jerome L.",2007,The View From Here: The 1841 Bidwell-Bartleson Party'S Perception Of The California Emigrant Trail,,,https://search.proquest.com/docview/304844020?accountid=452
"Loomis, David E.",1990,Military Land Use Planning In Nevada,,,https://search.proquest.com/docview/303879054?accountid=452
"Lopes, Thomas J.",1987.0," Hydrology and water budget of Owens Lake, California",2262.0,"Mackay400_Lopes.pdf, Mackay400_Lopes_map_0001.jpg, Mackay400_Lopes_map_0002.jpg, Mackay400_Lopes_map_0003.jpg, Mackay400_Lopes_map_0004.jpg, Mackay400_Lopes_map_0005.jpg, Mackay400_Lopes_map_0006.jpg, Mackay400_Lopes_map_0007.jpg",http://search.proquest.com/docview/193665816/abstract/C4F87C2FCDF04444PQ/1?accountid=452
"Lopes, Thomas Joseph",1987,"Hydrology And Water Budget Of Owens Lake, California",,,https://search.proquest.com/docview/193665816?accountid=452
"Loptien, Gregg Dudley",1992.0,"Geology, alteration and mineralization of a copper-rich porphyry molybdenum stockwork system at Alum Creek, Summitville caldera, southeastern San Juan Mountains, Colorado",3067.0,"Mackay401_Loptien.pdf, Mackay401_Loptien_map_0001a.jpg, Mackay401_Loptien_map_0001b.jpg, Mackay401_Loptien_map_0002a.jpg, Mackay401_Loptien_map_0002b.jpg, Mackay401_Loptien_map_0003a.jpg, Mackay401_Loptien_map_0003b.jpg, Mackay401_Loptien_map_0004a.jpg, Mackay401_Loptien_map_0004b.jpg, Mackay401_Loptien_map_0005.jpg",
"Loptien, Gregg Dudley",1992,"Geology, Alteration And Mineralization Of A Copper-Rich Porphyry Molybdenum Stockwork System At Alum Creek, Summitville Caldera, Southeastern San Juan Mountains, Colorado",,,https://search.proquest.com/docview/304028996?accountid=452
"Lorengo, Jerry Allen",1996,The Removal Of Mercury From Cyanide Leach Solutions Using Potassium Dimethyl Dithiocarbamate,,,https://search.proquest.com/docview/304286748?accountid=452
"Louderback, Lisbeth A.",2007,Changes In Vegetation And Human Adaptation From The Latest Pleistocene To Late Holocene In The Eastern Great Basin: The Blue Lake Pollen Record,,,https://search.proquest.com/docview/304842894?accountid=452
"Lowry, Karl",2013,"Geology, Alteration, Paragenesis, And Geochemistry Of The Vortex Zone Of The Hycroft Gold-Silver Deposit, Humboldt County, Nevada",,,https://search.proquest.com/docview/1496773441?accountid=452
"Lu, Chao",2014,Air Flow Distribution Optimization In Mine Network,,,https://search.proquest.com/docview/1651613033?accountid=452
"Lu, Zhigang",2000,Regional Disparities In China,,,https://search.proquest.com/docview/230842398?accountid=452
"Lue, Anna C.",2012,Effects Of Water Supply And Vapor Pressure Deficit On Leaf Stomatal Conductance And Photosynthetic Water Use Efficiency In Alternative Aridland Crop Species,,,https://search.proquest.com/docview/1285534179?accountid=452
"Luethe, Ronald D.",1974.0," Petrology of the Ryan Canyon Stock, Mineral County, Nevada",883.0,"Mackay402_Luethe.pdf, Mackay402_Luethe_map_0001.jpg",
"Lugaski, Thomas P.",1986.0," Preliminary analysis of the physical stratigraphy, depositional environment, and paleoecology of the Miocene non-marine deposits, Stewart Valley, Nevada",2108.0,"Mackay403_Lugaski.pdf, Mackay403_Lugaski_map_0001.jpg, Mackay403_Lugaski_map_0002.jpg, Mackay403_Lugaski_map_0003.jpg, Mackay403_Lugaski_map_0004.jpg, Mackay403_Lugaski_map_0005.jpg, Mackay403_Lugaski_map_0006.jpg, Mackay403_Lugaski_map_0007.jpg, Mackay403_Lugaski_map_0008.jpg",
"Lugaski, Thomas P.",1986,"Preliminary Analysis Of The Physical Stratigraphy, Depositional Environment, And Paleoecology Of The Miocene Non-Marine Deposits, Stewart Valley, Nevada",,,https://search.proquest.com/docview/303436577?accountid=452
"Lukas, John Charal",1997,Calculation Of Similarity Functions And The Heat Budget Terms In A Shallow Convective Boundary Layer,,,https://search.proquest.com/docview/304372311?accountid=452
"Lukasko, James John ",1989.0,An electrometallurgical method for the production of calcium,2108.0,Mackay404_Lukasko_1989.pdf,http://search.proquest.com/docview/193979940/abstract?accountid=452
"Lukasko, James John ",1991.0,An electrometallurgical methods for the production of lead-calcium alloys,2768.0,Mackay405_Lukasko_1991.pdf,http://search.proquest.com/docview/205386905/abstract?accountid=452
"Lukasko, James John",1991,An Electrometallurgical Method For The Production Of Lead-Calcium Alloys,,,https://search.proquest.com/docview/205386905?accountid=452
"Lundby, William  ",1957.0,The geology of the northern part of the Aurora district,46.0,"Mackay406_Lundby.pdf, Mackay406_Lundby_map_0001.jpg",
"Lundmark, Kevin William",2007,"Regional Water Budget Accounting And Uncertainty Analysis Using A Deuterium-Calibrated Discrete State Compartment Model: White Pine County, Nevada, And Adjacent Areas In Nevada And Utah",,,https://search.proquest.com/docview/304827879?accountid=452
"Lutz, Alexandra",2007,Groundwater Resource Sustainability In West Africa,,,https://search.proquest.com/docview/304828345?accountid=452
"Lyles, Bradley F.",1985.0,Time-variant hydrogeologic and geochemical study of selected thermal springs in western Nevada,2008.0,Mackay407_Lyles.pdf,
"Lyles, Bradley Fremont",1985,"Time-Variant Hydrogeologic And Geochemical Study Of Selected Thermal Springs In Western Nevada (Isotope, Hot Springs)",,,https://search.proquest.com/docview/303393228?accountid=452
"Lyons, Mark S.",1965.0, Interpretation of planar structure in drill-hole core,6.0,"Mackay408_Lyons.pdf, Mackay408_Lyons_Map_0001.jpg, Mackay408_Lyons_Map_0002.jpg, Mackay408_Lyons_Map_0003.jpg, Mackay408_Lyons_Map_0004.jpg, Mackay408_Lyons_Map_0005.jpg, Mackay408_Lyons_Map_0006.jpg, Mackay408_Lyons_Map_0007.jpg, Mackay408_Lyons_Map_0008.jpg, Mackay408_Lyons_Map_0009.jpg, Mackay408_Lyons_Map_0010.jpg, Mackay408_Lyons_Map_0011.jpg, Mackay408_Lyons_Map_0012.jpg, Mackay408_Lyons_Map_0013.jpg, Mackay408_Lyons_Map_0014.jpg, Mackay408_Lyons_Map_0015.jpg, Mackay408_Lyons_Map_0016.jpg, Mackay408_Lyons_Map_0017.jpg, Mackay408_Lyons_Map_0018.jpg, Mackay408_Lyons_Map_0019.jpg",
"Ma, Lumin",2001,Bentonite Densification By Dynamic Compaction,,,https://search.proquest.com/docview/304706442?accountid=452
"Ma, Lumin",2004,Experimental Investigation Of Time Dependent Behavior Of Welded Topopah Spring Tuff,,,https://search.proquest.com/docview/305163386?accountid=452
"MacDonald, John Alexander",1991.0,Automatic classification of satellite images in the textural domain using semivariograms,2807.0,Mackay409_MacDonald.pdf,
"Macdonald, Kristin Selinder",2003,"Hollywood North: An Examination Of Vancouver, British Columbia, Canada As Surrogate Place In United States Location Filmmaking",,,https://search.proquest.com/docview/250186723?accountid=452
"Mach, Craig J.",2008,"Tectonic Controls, Timing And Geochemistry Of Supergene Enrichment Of The Tyrone Porphyry Copper Deposit, Grant County, New Mexico",,,https://search.proquest.com/docview/304523115?accountid=452
"Maddox, Stacy Ann",2002,A Study Of Water Mobility And Dynamics In Calico Hills Tuff Using Quasielastic Neutron Scattering,,,https://search.proquest.com/docview/230869554?accountid=452
"Magee, Catherine E.",2015,"The Washoe, Tourism And Lake Tahoe Landscapes: Examining Reciprocal Effects Between Washoe Cultural Heritage And Tourism",,,https://search.proquest.com/docview/1696775076?accountid=452
"Magowe, Magowe",1997,Remote Sensing Study Of The Ghanzi-Makunda Area In Western Botswana: Relationship Between Lineaments And Groundwater Occurrence,,,https://search.proquest.com/docview/304357808?accountid=452
"Mahajan, Vishal Khomdeo",2006,Study Of Chalcopyrite Oxidation In Hydrogen Peroxide-Ethylene Glycol System,,,https://search.proquest.com/docview/305274905?accountid=452
"Mahajan, Vishal Khomdeo",2008,"Ordered Titanium Dioxide Nanotubular Arrays: Synthesis, Characterization And Photoelectrochemical Behavior",,,https://search.proquest.com/docview/194002904?accountid=452
"Mahin, Donald Alan",1978.0," Analysis of ground-water flow in the Edwards limestone aquifer, San Antonio area, Texas",1271.0,Mackay410_Mahin.pdf,
"Mahin, Donald Alan",1978,"Analysis Of Groundwater Flow In The Edwards Limestone Aquifer, San Antonio Area, Texas.",,,https://search.proquest.com/docview/302885212?accountid=452
"Mahin, Glenda Gordon",1991,Collection Of Subsurface Drainage For Irrigation,,,https://search.proquest.com/docview/303932529?accountid=452
"Maholland, Becky Lynn",2002,Geomorphic Assessment Of Natural And Anthropogenic Sediment Sources In An Eastern Sierra Nevada Watershed,,,https://search.proquest.com/docview/250256946?accountid=452
"Majewski, Natasha K.",2015,"Mapping The Experience Of Home: Using Geospatial Perception Mapping To Understand Neighborhood Sense Of Place In The Wells Avenue Neighborhood Conservation District, Reno, Nevada",,,https://search.proquest.com/docview/1725692789?accountid=452
"Makowski, Anna",2006,"Modeling Nitrate Transport In Spanish Springs Valley, Washoe County, Nevada",,,https://search.proquest.com/docview/305276320?accountid=452
"Maldonado, Amy L.",2008,"Taxonomy And Biostratigraphy Of Upper Guadalupian Radiolaria From The Reef Trail Member Of The Bell Canyon Formation, Guadalupe Mountains National Park, West Texas, Usa",,,https://search.proquest.com/docview/304523826?accountid=452
"Malghan, Subhaschandra G.",1971.0,The dissolution kinetics of fibrous amphibole minerals in water,573.0,Mackay411_Malghan.pdf,
"Malinky, B. E.",2005,Fremont Occupation Of The Western Periphery: An Analysis Of Ceramics From Northeastern Nevada,,,https://search.proquest.com/docview/305427740?accountid=452
"Malone, Stephen D.",1972.0,Earth strain measurements in Nevada and possible effects on seismicity due to the solid tides,658.0,Mackay412_Malone.pdf,
"Malone, Stephen D.",1972,Earth Strain Measurements In Nevada And Possible Effects On Seismicity Due To The Solid Earth Tides,,,https://search.proquest.com/docview/302620671?accountid=452
"Manavbasi, Alp",2002,Characterization Of Mechanically Activated Zeolites To Produce Nano-Scale Powders For Mercury(Ii) Removal,,,https://search.proquest.com/docview/250219346?accountid=452
"Maniery, Andrea Ellen",2015,"Pharo Village, Alluvial Geochronology, Climate, And Implications For Fremont Site Occupation And Abandonment",,,https://search.proquest.com/docview/1696939854?accountid=452
"Mankhemthong, Niti",2008,"Structure Of The Inter-Basin Transition Zone Between Dixie Valley And Fairview Valley, Nevada, Usa",,,https://search.proquest.com/docview/304522676?accountid=452
"Mann, Kathryn B.",2010,"Understanding Community Values Of Floodplain Preservation: A Case Study Along The Carson River, Nevada",,,https://search.proquest.com/docview/501908680?accountid=452
"Mann, Michael Patrick",2000,"Use Of Geomorphic Information In Extending The Flood Record Of The West Walker River, California",,,https://search.proquest.com/docview/230839462?accountid=452
"Maples, Stephen R.",2012,"Tritium Plume Dynamics In The Shallow Unsaturated Zone Adjacent To An Arid Waste-Disposal Facility, Amargosa Desert Research Site, Nevada",,,https://search.proquest.com/docview/1073449349?accountid=452
"Marcus, Jonathan Allen",1995,Subsurface Mobility Of Colloidal And Inorganic Nitrogen And Phosphorus Within A Lake Tahoe Watershed,,,https://search.proquest.com/docview/304203578?accountid=452
"Marino, Fredy A.",2003,"Geology Of The Deep Post Mine, Northern Carlin Trend, Nevada",,,https://search.proquest.com/docview/250664497?accountid=452
"Markos, Andrew George",1985.0,"Geology of the Cornucopia mining district, Elko County, Nevada",1979.0,"Mackay413_Markos.pdf, Mackay413_Markos_map_0001.jpg, Mackay413_Markos_map_0002.jpg, Mackay413_Markos_map_0003.jpg, Mackay413_Markos_map_0004.jpg",
"Markos, Andrew George",1985,"Geology Of The Cornucopia Mining District, Elko County, Nevada (Oredeposits, Volcanic Rocks)",,,https://search.proquest.com/docview/303400642?accountid=452
"Marston, Kathleen Laura",1989,"Alfalfa Yield Response To Shallow Groundwater In Fallon, Nevada",,,https://search.proquest.com/docview/303781624?accountid=452
"Martin, Conrad ",1958.0,The origin of crystalline magnesite deposits,Tm M379,"Mackay414_Martin.pdf, Mackay414_Martin_map_0001.jpg, Mackay414_Martin_map_0002.jpg, Mackay414_Martin_map_0003.jpg, Mackay414_Martin_map_0004.jpg",
"Martinelli (DiPolo), Diane ",1989.0,"Geophysical investigations of the northern Sierra Nevada-Basin and Range boundary, west-central Nevada and east-central California",2564.0,Mackay415_Martinelli(DiPolo).pdf,http://search.proquest.com/docview/303786381/abstract/FA878C96CC2D4A4BPQ/1?accountid=452
"Martinez, Ariel Periquet",1989,A Simulation Approach To Agricultural Water Diversion Criteria For The Newlands Project,,,https://search.proquest.com/docview/303706113?accountid=452
"Martinovic, Mirna",1998,Adsorption Of Gold Thiosulfates Onto Activated Carbon,,,https://search.proquest.com/docview/304440232?accountid=452
"Marzette, Phillip J.",2008,A Study Of Heavy Spillover Precipitation Which Contributed To The Reno Floods Of 1997 And 2005,,,https://search.proquest.com/docview/304532697?accountid=452
"Masaitis, Alexandra",2015,Reduction Of Conflicts In The Extractive Industries Using Good Neighbor Agreements,,,https://search.proquest.com/docview/1732683827?accountid=452
"Mass, Kevin Brian",2005,"The Neogene Boca Basin, Northeastern California: Stratigraphy, Structure, And Implications For Regional Tectonics",,,https://search.proquest.com/docview/305430767?accountid=452
"Masters, Linda Suzanne",1994,Successes In Riparian Management For Nevada Watersheds,,,https://search.proquest.com/docview/304175281?accountid=452
"Masterson, Ian Francis ",1977.0,Processing the Cordero mercury ore in a baffled rotary tubular reactor,1127.0,Mackay416_Masterson.pdf,
"Masterson, Ian Francis",1977,Processing The Cordero Mercury Ore In A Baffled Rotary Tubular Reactor.,,,https://search.proquest.com/docview/302852947?accountid=452
"Mathews, David Ross",1966.0,The effects of carbon and dispersed carbides on the mechanical properties of vanadium-titanium alloy,40.0,Mackay417_Mathews.pdf,
"Mathis, Anthony Claibourne",1995,"Influence Of The Subsurface Distribution Of Salts And Trace Elements On The Quality Of Irrigation Drainage Water At Fallon, Nevada",,,https://search.proquest.com/docview/304203534?accountid=452
"Matz, Barbara ",1989.0,"Remote sensing and geomorphic studies for seismotectonic analysis, Santa Maria Basin, California",2581.0,Mackay418_Matz.pdf,
"Matz, Barbara Ann",1989,"Remote Sensing And Geomorphic Studies For Seismotectonic Analysis, Santa Maria Basin, California",,,https://search.proquest.com/docview/303708965?accountid=452
"Maus, James M.",2000,Event-Oriented Runoff Modeling Of Small Watersheds: A Comparison Between Wms And Prms,,,https://search.proquest.com/docview/230780323?accountid=452
"Mayers, Charles Justin",2003,"Modeling Tritium Transport Through A Deep Unsaturated Zone, Amargosa Desert Research Site, Nye County, Nevada",,,https://search.proquest.com/docview/250782001?accountid=452
"Mayhew, Brett A.",2013,"A 3D Characterization Of The Astor Pass Geothermal System, Washoe County, Nevada",,,https://search.proquest.com/docview/1445972093?accountid=452
"Mcarthur, Karl Andrew",1994,Northern Nevada Urban-Rural Interregional Input-Output Model,,,https://search.proquest.com/docview/304121063?accountid=452
"Mcbean, Kevin M.",2015,Statistics Of Ground Motions In A Foam Rubber Model Of A Strike-Slip Fault,,,https://search.proquest.com/docview/1696940036?accountid=452
"McBeth, Paul Edward, Jr.",1986.0, Hydrogeologic significance of Landsat Thematic Mapper lineament analyses in the Great Basin,2135.0,"Mackay419_McBethJr.pdf, Mackay419_McBethJr_map_0001.jpg, Mackay419_McBethJr_map_0002.jpg, Mackay419_McBethJr_map_0003.jpg, Mackay419_McBethJr_map_0004.jpg, Mackay419_McBethJr_map_0005.jpg, Mackay419_McBethJr_map_0006.jpg, Mackay419_McBethJr_map_0007.jpg",
"Mcbeth, Paul Edward, Jr.",1986,Hydrogeologic Significance Of Landsat Thematic Mapper Lineament Analyses In The Great Basin (Nevada),,,https://search.proquest.com/docview/303499182?accountid=452
"Mccaughey, Emma",2006,"A Geodetic Investigation Of Ground Deformation At Yucca Mountain, Southern Nevada",,,https://search.proquest.com/docview/305276183?accountid=452
"Mccaughey, James W.",2003,"Pleistocene Glaciation Of The Southwest Tahoe Basin: Sierra Nevada, California",,,https://search.proquest.com/docview/250240585?accountid=452
"McCleary, Jefferson Rand ",1974.0,"Geology of the Carbon Ridge area, Eureka County, Nevada, with emphasis on the Diamond Peak Formation",932.0,"Mackay420_McCleary.pdf, Mackay420_McCleary_map_0001.jpg",
"McCormack, John Kevin",1986.0,"Paragenesis and origin of sediment-hosted mercury ore at the McDermitt Mine, McDermitt, Nevada",,Mackay421_McCormack.pdf,
"Mccormack, John Kevin",1986,"Paragenesis And Origin Of Sediment-Hosted Mercury Ore At The Mcdermitt Mine, Mcdermitt, Nevada",,,https://search.proquest.com/docview/303434629?accountid=452
"Mccormack, John Kevin",1997,"Mercury Sulf-Halide Minerals And Crystalline Phases, And Experimental Formation Conditions, In The System Mercury Sulfur Chloride-Mercury Sulfur Bromide-Mercury Sulfur Iodide",,,https://search.proquest.com/docview/304356998?accountid=452
"Mccormick, Cameron Kent",1997,Conjunctive And Exclusive Use Of Surface Water And Shallow Ground Water For Irrigation,,,https://search.proquest.com/docview/304357123?accountid=452
"McCready, Donald K. ",1965.0,"Froth flotation of the Daisy Mine fluorite ores, Nye County, Nevada",Tm  M174,Mackay422_McCready.pdf,
